Iteration, X position,Y position,Z position,X Velocity,Y Velocity,Z Velocity,Alpha,Phi,Omega 
197.000000 , 10.019073 , 0.940893 ,-2.241596 , 7.657137 ,2.310746 , 0.173602 ,14.993091 , 30.967607 ,49.255414 
198.000000 , 10.057309 , 0.952485 ,-2.240682 , 7.637418 ,2.325850 , 0.192006 ,15.023843 , 31.006849 ,49.252548 
199.000000 , 10.095447 , 0.964152 ,-2.239676 , 7.617749 ,2.340957 , 0.210416 ,15.054447 , 31.045256 ,49.249655 
200.000000 , 10.133487 , 0.975894 ,-2.238578 , 7.598131 ,2.356066 , 0.228831 ,15.084881 , 31.082855 ,49.246729 
201.000000 , 10.171429 , 0.987712 ,-2.237387 , 7.578564 ,2.371178 , 0.247250 ,15.115146 , 31.119675 ,49.243769 
202.000000 , 10.209273 , 0.999606 ,-2.236105 , 7.559046 ,2.386292 , 0.265672 ,15.145272 , 31.155752 ,49.240792 
203.000000 , 10.247019 , 1.011575 ,-2.234731 , 7.539577 ,2.401409 , 0.284097 ,15.175313 , 31.191113 ,49.237822 
204.000000 , 10.284669 , 1.023620 ,-2.233264 , 7.520157 ,2.416528 , 0.302525 ,15.205281 , 31.225732 ,49.234866 
205.000000 , 10.322221 , 1.035741 ,-2.231705 , 7.500785 ,2.431649 , 0.320955 ,15.235192 , 31.259608 ,49.231932 
206.000000 , 10.359677 , 1.047937 ,-2.230055 , 7.481461 ,2.446773 , 0.339387 ,15.265053 , 31.292727 ,49.229023 
207.000000 , 10.397036 , 1.060208 ,-2.228312 , 7.462184 ,2.461899 , 0.357819 ,15.294857 , 31.325061 ,49.226137 
208.000000 , 10.434298 , 1.072556 ,-2.226476 , 7.442953 ,2.477028 , 0.376250 ,15.324581 , 31.356575 ,49.223264 
209.000000 , 10.471465 , 1.084979 ,-2.224549 , 7.423768 ,2.492159 , 0.394681 ,15.354196 , 31.387288 ,49.220391 
210.000000 , 10.508536 , 1.097477 ,-2.222530 , 7.404629 ,2.507293 , 0.413111 ,15.383674 , 31.417187 ,49.217507 
211.000000 , 10.545512 , 1.110052 ,-2.220418 , 7.385535 ,2.522429 , 0.431538 ,15.412993 , 31.446278 ,49.214603 
212.000000 , 10.582392 , 1.122702 ,-2.218214 , 7.366485 ,2.537568 , 0.449963 ,15.442133 , 31.474594 ,49.211671 
213.000000 , 10.619176 , 1.135427 ,-2.215918 , 7.347479 ,2.552709 , 0.468385 ,15.471075 , 31.502201 ,49.208705 
214.000000 , 10.655866 , 1.148229 ,-2.213530 , 7.328516 ,2.567853 , 0.486804 ,15.499842 , 31.529132 ,49.205717 
215.000000 , 10.692462 , 1.161106 ,-2.211050 , 7.309597 ,2.582998 , 0.505218 ,15.528453 , 31.555401 ,49.202717 
216.000000 , 10.728963 , 1.174059 ,-2.208478 , 7.290720 ,2.598146 , 0.523628 ,15.556912 , 31.581029 ,49.199707 
217.000000 , 10.765369 , 1.187087 ,-2.205814 , 7.271885 ,2.613297 , 0.542033 ,15.585243 , 31.606020 ,49.196699 
218.000000 , 10.801681 , 1.200192 ,-2.203058 , 7.253092 ,2.628449 , 0.560433 ,15.613484 , 31.630359 ,49.193712 
219.000000 , 10.837900 , 1.213372 ,-2.200210 , 7.234340 ,2.643604 , 0.578826 ,15.641659 , 31.654017 ,49.190756 
220.000000 , 10.874025 , 1.226628 ,-2.197270 , 7.215629 ,2.658762 , 0.597212 ,15.669740 , 31.676974 ,49.187819 
221.000000 , 10.910056 , 1.239959 ,-2.194238 , 7.196957 ,2.673922 , 0.615591 ,15.697722 , 31.699209 ,49.184899 
222.000000 , 10.945995 , 1.253367 ,-2.191114 , 7.178325 ,2.689085 , 0.633962 ,15.725582 , 31.720718 ,49.181986 
223.000000 , 10.981840 , 1.266850 ,-2.187898 , 7.159732 ,2.704250 , 0.652325 ,15.753279 , 31.741506 ,49.179062 
224.000000 , 11.017592 , 1.280409 ,-2.184591 , 7.141178 ,2.719419 , 0.670678 ,15.780786 , 31.761602 ,49.176116 
225.000000 , 11.053252 , 1.294044 ,-2.181191 , 7.122661 ,2.734589 , 0.689021 ,15.808097 , 31.781031 ,49.173147 
226.000000 , 11.088819 , 1.307755 ,-2.177700 , 7.104182 ,2.749763 , 0.707354 ,15.835189 , 31.799808 ,49.170143 
227.000000 , 11.124293 , 1.321542 ,-2.174118 , 7.085741 ,2.764938 , 0.725676 ,15.862061 , 31.817962 ,49.167106 
228.000000 , 11.159676 , 1.335405 ,-2.170444 , 7.067336 ,2.780117 , 0.743987 ,15.888739 , 31.835534 ,49.164051 
229.000000 , 11.194967 , 1.349343 ,-2.166678 , 7.048967 ,2.795298 , 0.762287 ,15.915262 , 31.852561 ,49.160995 
230.000000 , 11.230166 , 1.363358 ,-2.162821 , 7.030635 ,2.810481 , 0.780574 ,15.941649 , 31.869023 ,49.157949 
231.000000 , 11.265273 , 1.377448 ,-2.158872 , 7.012337 ,2.825667 , 0.798849 ,15.967918 , 31.884916 ,49.154921 
232.000000 , 11.300289 , 1.391614 ,-2.154832 , 6.994075 ,2.840856 , 0.817111 ,15.994075 , 31.900222 ,49.151915 
233.000000 , 11.335214 , 1.405857 ,-2.150701 , 6.975847 ,2.856048 , 0.835359 ,16.020117 , 31.914913 ,49.148929 
234.000000 , 11.370048 , 1.420175 ,-2.146479 , 6.957652 ,2.871243 , 0.853593 ,16.046026 , 31.928976 ,49.145954 
235.000000 , 11.404791 , 1.434569 ,-2.142165 , 6.939491 ,2.886440 , 0.871812 ,16.071781 , 31.942403 ,49.142982 
236.000000 , 11.439443 , 1.449039 ,-2.137761 , 6.921363 ,2.901641 , 0.890015 ,16.097364 , 31.955192 ,49.140004 
237.000000 , 11.474004 , 1.463585 ,-2.133265 , 6.903268 ,2.916845 , 0.908202 ,16.122749 , 31.967359 ,49.137009 
238.000000 , 11.508475 , 1.478208 ,-2.128679 , 6.885204 ,2.932051 , 0.926373 ,16.147912 , 31.978940 ,49.133987 
239.000000 , 11.542856 , 1.492906 ,-2.124001 , 6.867172 ,2.947261 , 0.944526 ,16.172862 , 31.989967 ,49.130943 
240.000000 , 11.577147 , 1.507680 ,-2.119233 , 6.849171 ,2.962473 , 0.962663 ,16.197592 , 32.000460 ,49.127874 
241.000000 , 11.611348 , 1.522531 ,-2.114375 , 6.831201 ,2.977689 , 0.980781 ,16.222103 , 32.010439 ,49.124782 
242.000000 , 11.645459 , 1.537457 ,-2.109426 , 6.813261 ,2.992907 , 0.998881 ,16.246414 , 32.019921 ,49.121677 
243.000000 , 11.679481 , 1.552460 ,-2.104386 , 6.795351 ,3.008129 , 1.016963 ,16.270567 , 32.028923 ,49.118579 
244.000000 , 11.713413 , 1.567538 ,-2.099256 , 6.777471 ,3.023353 , 1.035025 ,16.294583 , 32.037431 ,49.115499 
245.000000 , 11.747256 , 1.582693 ,-2.094036 , 6.759619 ,3.038581 , 1.053068 ,16.318462 , 32.045427 ,49.112436 
246.000000 , 11.781009 , 1.597924 ,-2.088725 , 6.741796 ,3.053812 , 1.071091 ,16.342208 , 32.052898 ,49.109393 
247.000000 , 11.814674 , 1.613231 ,-2.083325 , 6.724001 ,3.069046 , 1.089092 ,16.365807 , 32.059828 ,49.106364 
248.000000 , 11.848249 , 1.628615 ,-2.077834 , 6.706233 ,3.084283 , 1.107073 ,16.389236 , 32.066206 ,49.103336 
249.000000 , 11.881736 , 1.644074 ,-2.072254 , 6.688493 ,3.099524 , 1.125031 ,16.412475 , 32.072041 ,49.100301 
250.000000 , 11.915134 , 1.659610 ,-2.066584 , 6.670779 ,3.114768 , 1.142967 ,16.435505 , 32.077338 ,49.097250 
251.000000 , 11.948444 , 1.675222 ,-2.060825 , 6.653092 ,3.130016 , 1.160881 ,16.458311 , 32.082118 ,49.094176 
252.000000 , 11.981665 , 1.690910 ,-2.054975 , 6.635430 ,3.145266 , 1.178771 ,16.480887 , 32.086417 ,49.091079 
253.000000 , 12.014798 , 1.706675 ,-2.049037 , 6.617794 ,3.160521 , 1.196637 ,16.503242 , 32.090255 ,49.087962 
254.000000 , 12.047843 , 1.722515 ,-2.043009 , 6.600183 ,3.175778 , 1.214480 ,16.525380 , 32.093654 ,49.084828 
255.000000 , 12.080800 , 1.738432 ,-2.036892 , 6.582596 ,3.191039 , 1.232297 ,16.547317 , 32.096628 ,49.081685 
256.000000 , 12.113669 , 1.754426 ,-2.030686 , 6.565034 ,3.206303 , 1.250091 ,16.569075 , 32.099178 ,49.078545 
257.000000 , 12.146450 , 1.770495 ,-2.024391 , 6.547496 ,3.221570 , 1.267858 ,16.590668 , 32.101300 ,49.075414 
258.000000 , 12.179144 , 1.786641 ,-2.018008 , 6.529981 ,3.236841 , 1.285600 ,16.612104 , 32.102987 ,49.072296 
259.000000 , 12.211750 , 1.802864 ,-2.011535 , 6.512489 ,3.252116 , 1.303316 ,16.633381 , 32.104226 ,49.069190 
260.000000 , 12.244269 , 1.819163 ,-2.004975 , 6.495019 ,3.267393 , 1.321005 ,16.654491 , 32.105007 ,49.066093 
261.000000 , 12.276700 , 1.835538 ,-1.998325 , 6.477572 ,3.282675 , 1.338667 ,16.675424 , 32.105327 ,49.062998 
262.000000 , 12.309045 , 1.851989 ,-1.991588 , 6.460146 ,3.297960 , 1.356301 ,16.696163 , 32.105185 ,49.059898 
263.000000 , 12.341302 , 1.868517 ,-1.984762 , 6.442741 ,3.313248 , 1.373906 ,16.716695 , 32.104593 ,49.056788 
264.000000 , 12.373472 , 1.885122 ,-1.977849 , 6.425358 ,3.328540 , 1.391484 ,16.737009 , 32.103568 ,49.053661 
265.000000 , 12.405556 , 1.901803 ,-1.970848 , 6.407995 ,3.343835 , 1.409032 ,16.757098 , 32.102127 ,49.050515 
266.000000 , 12.437552 , 1.918560 ,-1.963759 , 6.390652 ,3.359134 , 1.426550 ,16.776965 , 32.100289 ,49.047351 
267.000000 , 12.469462 , 1.935394 ,-1.956582 , 6.373328 ,3.374437 , 1.444039 ,16.796619 , 32.098071 ,49.044174 
268.000000 , 12.501285 , 1.952305 ,-1.949318 , 6.356024 ,3.389742 , 1.461498 ,16.816069 , 32.095486 ,49.040990 
269.000000 , 12.533022 , 1.969292 ,-1.941967 , 6.338739 ,3.405052 , 1.478926 ,16.835326 , 32.092539 ,49.037803 
270.000000 , 12.564673 , 1.986355 ,-1.934529 , 6.321473 ,3.420364 , 1.496323 ,16.854402 , 32.089230 ,49.034619 
271.000000 , 12.596237 , 2.003495 ,-1.927004 , 6.304225 ,3.435680 , 1.513689 ,16.873300 , 32.085552 ,49.031440 
272.000000 , 12.627715 , 2.020712 ,-1.919392 , 6.286994 ,3.451000 , 1.531023 ,16.892028 , 32.081505 ,49.028269 
273.000000 , 12.659107 , 2.038005 ,-1.911694 , 6.269781 ,3.466322 , 1.548325 ,16.910585 , 32.077086 ,49.025106 
274.000000 , 12.690413 , 2.055375 ,-1.903909 , 6.252585 ,3.481649 , 1.565594 ,16.928965 , 32.072289 ,49.021948 
275.000000 , 12.721633 , 2.072822 ,-1.896038 , 6.235406 ,3.496978 , 1.582830 ,16.947155 , 32.067107 ,49.018787 
276.000000 , 12.752767 , 2.090345 ,-1.888081 , 6.218243 ,3.512311 , 1.600032 ,16.965143 , 32.061549 ,49.015618 
277.000000 , 12.783815 , 2.107945 ,-1.880038 , 6.201096 ,3.527648 , 1.617200 ,16.982921 , 32.055625 ,49.012437 
278.000000 , 12.814778 , 2.125621 ,-1.871909 , 6.183964 ,3.542988 , 1.634334 ,17.000480 , 32.049346 ,49.009239 
279.000000 , 12.845655 , 2.143375 ,-1.863694 , 6.166847 ,3.558331 , 1.651434 ,17.017822 , 32.042732 ,49.006025 
280.000000 , 12.876447 , 2.161205 ,-1.855395 , 6.149745 ,3.573677 , 1.668498 ,17.034953 , 32.035804 ,49.002799 
281.000000 , 12.907153 , 2.179111 ,-1.847010 , 6.132658 ,3.589026 , 1.685527 ,17.051882 , 32.028567 ,48.999564 
282.000000 , 12.937773 , 2.197095 ,-1.838539 , 6.115585 ,3.604378 , 1.702520 ,17.068614 , 32.021033 ,48.996325 
283.000000 , 12.968308 , 2.215155 ,-1.829984 , 6.098525 ,3.619734 , 1.719477 ,17.085160 , 32.013204 ,48.993084 
284.000000 , 12.998758 , 2.233292 ,-1.821345 , 6.081479 ,3.635092 , 1.736398 ,17.101533 , 32.005076 ,48.989849 
285.000000 , 13.029123 , 2.251506 ,-1.812620 , 6.064446 ,3.650454 , 1.753281 ,17.117731 , 31.996644 ,48.986618 
286.000000 , 13.059403 , 2.269797 ,-1.803812 , 6.047426 ,3.665818 , 1.770128 ,17.133756 , 31.987904 ,48.983393 
287.000000 , 13.089598 , 2.288164 ,-1.794919 , 6.030418 ,3.681185 , 1.786937 ,17.149611 , 31.978857 ,48.980173 
288.000000 , 13.119707 , 2.306609 ,-1.785943 , 6.013422 ,3.696556 , 1.803708 ,17.165286 , 31.969500 ,48.976953 
289.000000 , 13.149732 , 2.325130 ,-1.776882 , 5.996438 ,3.711928 , 1.820440 ,17.180770 , 31.959834 ,48.973728 
290.000000 , 13.179672 , 2.343728 ,-1.767738 , 5.979465 ,3.727304 , 1.837134 ,17.196050 , 31.949864 ,48.970490 
291.000000 , 13.209526 , 2.362403 ,-1.758511 , 5.962503 ,3.742683 , 1.853789 ,17.211125 , 31.939608 ,48.967239 
292.000000 , 13.239297 , 2.381155 ,-1.749200 , 5.945551 ,3.758064 , 1.870404 ,17.225992 , 31.929079 ,48.963973 
